gene_id	groups	description
PBANKA_1416900	4	structural maintenance of chromosomes protein 2
PBANKA_1417000	4	conserved Plasmodium protein, unknown function
PBANKA_1417100	4	conserved Plasmodium protein, unknown function
PBANKA_1417200	4	protein AAP4, putative
PBANKA_1417700	4	conserved Plasmodium protein, unknown function
PBANKA_1417900	4	conserved Plasmodium protein, unknown function
PBANKA_1418100	4	ACDC domain-containing protein, putative
PBANKA_1418500	4	TBC domain protein, putative
PBANKA_1418800	4	SNARE protein, putative
PBANKA_1418900	4	ras-related protein Rab-11A
PBANKA_1419100	4	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, putative
PBANKA_1419800	4	3',5'-cyclic nucleotide phosphodiesterase beta, putative
PBANKA_1420100	4	conserved Plasmodium protein, unknown function
PBANKA_1420200	4	ribosomal protein S5, mitochondrial, putative
PBANKA_1420700	4	MAATS1 domain-containing protein, putative
PBANKA_1420900	4	palmitoyltransferase DHHC4, putative
PBANKA_1421000	4	calmodulin, putative
PBANKA_1421400	4	C-Myc-binding protein, putative
PBANKA_1421500	4	conserved Plasmodium protein, unknown function
PBANKA_1421600	4	calcium/calmodulin-dependent protein kinase, putative
PBANKA_1421900	4	GTP-binding translation elongation factor, putative
PBANKA_1422100	4	drug/metabolite transporter DMT1, putative
PBANKA_1424500	4	conserved Plasmodium protein, unknown function
PBANKA_1425600	4	RNA-binding protein, putative
PBANKA_1425800	4	conserved Plasmodium protein, unknown function
PBANKA_1425900	4	conserved protein, unknown function
PBANKA_1426500	4	cullin-1, putative
PBANKA_1427200	4	protein phosphatase PPM5
PBANKA_1427600	4	conserved Plasmodium protein, unknown function
PBANKA_1427800	4	peptidase family C50, putative
PBANKA_1428000	4	conserved protein, unknown function
PBANKA_1428300	4	WD repeat-containing protein, putative
PBANKA_1429400	4	dynein light chain 1, putative
PBANKA_1430300	4	conserved Plasmodium protein, unknown function
PBANKA_1434100	4	dynamin-like protein, putative
PBANKA_1434300	4	conserved Plasmodium protein, unknown function
PBANKA_1434500	4	WD repeat-containing protein, putative
PBANKA_1434600	4	formin 2, putative
PBANKA_1434800	4	aminophospholipid-transporting P-ATPase, putative
PBANKA_1436500	4	conserved Plasmodium protein, unknown function
PBANKA_1436600	4	inner membrane complex protein 1h
PBANKA_1437000	4	conserved protein, unknown function
PBANKA_1437100	4	conserved Plasmodium protein, unknown function
PBANKA_1437500	4	AP2 domain transcription factor AP2-G
PBANKA_1439600	4	conserved Plasmodium protein, unknown function
PBANKA_1441900	4	DNA helicase 60, putative
PBANKA_1442000	4	potassium channel K1
PBANKA_1442100	4	conserved Plasmodium protein, unknown function
PBANKA_1443100	4	conserved Plasmodium protein, unknown function
PBANKA_1444800	4	thioredoxin-like associated protein 1, putative
PBANKA_1446000	4	conserved Plasmodium protein, unknown function
PBANKA_1447900	4	conserved Plasmodium protein, unknown function
PBANKA_1448900	4	DNA polymerase epsilon subunit B, putative
PBANKA_1449800	4	inorganic pyrophosphatase, putative
PBANKA_1453000	4	conserved Plasmodium protein, unknown function
PBANKA_1453700	4	AP2 domain transcription factor, putative
PBANKA_1454000	4	DNA gyrase subunit B, putative
PBANKA_1454400	4	3-hydroxyisobutyryl-CoA hydrolase, putative
PBANKA_1455800	4	GAS8-like protein, putative
PBANKA_1457200	4	double C2-like domain-containing protein, putative
PBANKA_1457400	4	N-alpha-acetyltransferase 15, NatA auxiliary subunit, putative
PBANKA_1458800	4	kinesin-15, putative
PBANKA_1460700	4	dipeptidyl aminopeptidase 2
PBANKA_1463300	4	conserved Plasmodium protein, unknown function
PBANKA_0101200	5	elongation factor G, putative
PBANKA_0103500	5	RAP protein, putative
PBANKA_0103800	5	50S ribosomal protein L24, putative
PBANKA_0105000	5	ubiquitin-conjugating enzyme E2 PEX4, putative
PBANKA_0106400	5	GTP-binding protein, putative
PBANKA_0106500	5	conserved Plasmodium protein, unknown function
PBANKA_0106600	5	diphthine methyltransferase, putative
PBANKA_0107700	5	zinc transporter ZIP1
PBANKA_0110900	5	cytoplasmic tRNA 2-thiolation protein 1, putative
PBANKA_0111100	5	6-cysteine protein
PBANKA_0111600	5	rhoptry protein ROP14, putative
PBANKA_0112200	5	myosin E
PBANKA_0203400	5	FAD-linked sulfhydryl oxidase ERV1, putative
PBANKA_0203500	5	selenocysteine-specific elongation factor, putative
PBANKA_0204100	5	N-acetyltransferase, GNAT family, putative
PBANKA_0204600	5	photosensitized INA-labeled protein PHIL1
PBANKA_0204700	5	mitochondrial carrier protein, putative
PBANKA_0204800	5	secreted ookinete protein, putative
PBANKA_0205700	5	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative
PBANKA_0206100	5	CCR4 domain-containing protein 3, putative
PBANKA_0207300	5	conserved protein, unknown function
PBANKA_0207700	5	FtsJ-like methyltransferase, putative
PBANKA_0209100	5	thrombospondin-related sporozoite protein
PBANKA_0211500	5	proteasome subunit alpha type-5, putative
PBANKA_0212900	5	conserved Plasmodium protein, unknown function
PBANKA_0214900	5	fam-a protein
PBANKA_0303100	5	PCI domain-containing protein, putative
PBANKA_0303200	5	DNA-directed RNA polymerase II 16 kDa subunit, putative
PBANKA_0303600	5	26S proteasome regulatory subunit RPN1, putative
PBANKA_0305200	5	conserved Plasmodium protein, unknown function
PBANKA_0306300	5	exosome complex component MTR3, putative
PBANKA_0306800	5	ATP-dependent RNA helicase UAP56, putative
PBANKA_0308400	5	UDP-N-acetylglucosamine transferase subunit ALG14, putative
PBANKA_0308900	5	conserved Plasmodium protein, unknown function
PBANKA_0309500	5	secreted protein with altered thrombospondin repeat domain
PBANKA_0310000	5	protein SIS1, putative
PBANKA_0310600	5	conserved protein, unknown function
PBANKA_0311000	5	protein transport protein SEC31, putative
PBANKA_0311500	5	conserved Plasmodium protein, unknown function
PBANKA_0311900	5	RING zinc finger protein, putative
PBANKA_0312500	5	origin recognition complex subunit 5, putative
PBANKA_0312800	5	conserved Plasmodium protein, unknown function
PBANKA_0313300	5	sugar transporter, putative
PBANKA_0313500	5	TMEM121 domain-containing protein, putative
PBANKA_0314100	5	conserved protein, unknown function
PBANKA_0314300	5	conserved Plasmodium protein, unknown function
PBANKA_0314400	5	E2F-associated phosphoprotein, putative
PBANKA_0315100	5	ATP-dependent RNA helicase DDX47, putative
PBANKA_0315430	5	small nucleolar RNA snoR01
PBANKA_0401900	5	DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative
PBANKA_0402200	5	plasmoredoxin
PBANKA_0402300	5	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, putative
PBANKA_0402600	5	inner membrane complex protein 1a
PBANKA_0402900	5	conserved Plasmodium protein, unknown function
PBANKA_0403200	5	circumsporozoite (CS) protein
PBANKA_0404600	5	activator of Hsp90 ATPase, putative
PBANKA_0405300	5	40S ribosomal protein S23, putative
PBANKA_0406650	5	U4 spliceosomal RNA
PBANKA_0406900	5	conserved protein, unknown function
PBANKA_0408200	5	calcium-dependent protein kinase 3
PBANKA_0409000	5	conserved Plasmodium protein, unknown function
PBANKA_0410400	5	glycogen synthase kinase 3, putative
PBANKA_0410650	5	conserved Plasmodium protein, unknown function
PBANKA_0412900	5	circumsporozoite- and TRAP-related protein
PBANKA_0414200	5	CS domain-containing protein, putative
PBANKA_0414300	5	kinetochore protein NUF2, putative
PBANKA_0414400	5	formate-nitrite transporter, putative
PBANKA_0415400	5	conserved Plasmodium protein, unknown function, pseudogene
PBANKA_0417700	5	alpha tubulin 1
PBANKA_0501800	5	myosin essential light chain ELC, putative
PBANKA_0503700	5	TMEM94 domain-containing protein, putative
PBANKA_0504600	5	rRNA (cytosine-C(5))-methyltransferase, putative
PBANKA_0505000	5	dihydrolipoamide acyltransferase, putative
PBANKA_0505100	5	ADP-ribosylation factor, putative
PBANKA_0505200	5	conserved protein, unknown function
PBANKA_0506300	5	methyltransferase, putative
PBANKA_0507200	5	conserved Plasmodium protein, unknown function
PBANKA_0508300	5	conserved Plasmodium protein, unknown function
PBANKA_0508800	5	RAP protein, putative
PBANKA_0509200	5	Eps15-like protein, putative
PBANKA_0509600	5	conserved Plasmodium protein, unknown function
PBANKA_0510700	5	conserved Plasmodium protein, unknown function
PBANKA_0510900	5	40S ribosomal protein S2, putative
PBANKA_0511000	5	biotin--protein ligase 1
PBANKA_0511300	5	ribosomal protein S22, mitochondrial, putative
PBANKA_0512100	5	methyltransferase, putative
PBANKA_0513000	5	inner membrane complex protein 1m, putative
PBANKA_0513100	5	conserved Plasmodium protein, unknown function
PBANKA_0513700	5	conserved Plasmodium protein, unknown function
PBANKA_0513800	5	heptatricopeptide repeat and RAP domain-containing protein, putative
PBANKA_0514400	5	conserved protein, unknown function
PBANKA_0515500	5	protein phosphatase inhibitor 3, putative
PBANKA_0518100	5	thioredoxin-like associated protein 2, putative
PBANKA_0519000	5	S-antigen, putative
PBANKA_0519500	5	conserved Plasmodium protein, unknown function
PBANKA_0523700	5	conserved Plasmodium protein, unknown function
PBANKA_0524500	5	conserved rodent malaria protein, unknown function
PBANKA_0602600	5	cytochrome c1 heme lyase
PBANKA_0602700	5	nucleosome assembly protein, putative
PBANKA_0603400	5	conserved protein, unknown function
PBANKA_0603500	5	cytidine deaminase, putative
PBANKA_0603600	5	conserved protein, unknown function
PBANKA_0603900	5	HAD domain ookinete protein
PBANKA_0604900	5	conserved Plasmodium protein, unknown function
PBANKA_0605000	5	thiosulfate sulfurtransferase, putative
PBANKA_0607600	5	U6 snRNA-associated Sm-like protein LSm7, putative
PBANKA_0608700	5	conserved Plasmodium protein, unknown function
PBANKA_0609600	5	HSP20-like chaperone, putative
PBANKA_0610800	5	eukaryotic translation initiation factor eIF2A, putative
PBANKA_0611200	5	conserved protein, unknown function
PBANKA_0611400	5	pantothenate kinase 2, putative
PBANKA_0611500	5	conserved Plasmodium protein, unknown function
PBANKA_0612861	5	tRNA Glutamic acid
PBANKA_0613400	5	ribosomal protein S12, mitochondrial, putative
PBANKA_0616200	5	conserved Plasmodium protein, unknown function
PBANKA_0616400	5	conserved protein, unknown function
PBANKA_0616500	5	conserved protein, unknown function
PBANKA_0617500	5	exosome complex component CSL4, putative
PBANKA_0617800	5	conserved Plasmodium protein, unknown function
PBANKA_0617900	5	apoptosis-inducing factor, putative
PBANKA_0618400	5	tetratricopeptide repeat protein, putative
PBANKA_0618700	5	conserved Plasmodium protein, unknown function
PBANKA_0618800	5	ATP-dependent DNA helicase DDX31, putative
PBANKA_0619200	5	secreted ookinete protein, putative
PBANKA_0619300	5	conserved Plasmodium protein, unknown function
PBANKA_0620000	5	pre-mRNA-splicing factor CWC15, putative
PBANKA_0620500	5	tRNAHis guanylyltransferase, putative
PBANKA_0620900	5	conserved Plasmodium protein, unknown function
PBANKA_0621900	5	mitochondrial import inner membrane translocase subunit TIM14, putative
PBANKA_0622300	5	kelch domain-containing protein, putative
PBANKA_0622800	5	conserved protein, unknown function
PBANKA_0701400	5	U6 snRNA-associated Sm-like protein LSm8, putative
PBANKA_0701500	5	prohibitin 1
PBANKA_0701600	5	coiled-coil domain-containing protein 124, putative
PBANKA_0701800	5	conserved protein, unknown function
PBANKA_0701900	5	GPI-anchored micronemal antigen, putative
PBANKA_0703200	5	ribosomal protein L21, apicoplast, putative
PBANKA_0706500	5	3'-5' exonuclease, putative
PBANKA_0706600	5	conserved Plasmodium protein, unknown function
PBANKA_0707000	5	lipoate-protein ligase B
PBANKA_0707500	5	RWD domain-containing protein, putative
PBANKA_0708600	5	quinone oxidoreductase, putative
PBANKA_0709200	5	polyribonucleotide 5'-hydroxyl-kinase Clp1, putative
PBANKA_0709300	5	ribosomal RNA small subunit methyltransferase NEP1, putative
PBANKA_0709400	5	conserved Plasmodium protein, unknown function
PBANKA_0709500	5	ATP-dependent RNA helicase DHX36, putative
PBANKA_0711400	5	perforin-like protein 4
PBANKA_0711600	5	perforin-like protein 5
PBANKA_0711900	5	heat shock protein 70
PBANKA_0712400	5	rRNA-processing protein FCF1, putative
PBANKA_0713400	5	phosphatase, putative
PBANKA_0714300	5	small heat shock protein HSP20
PBANKA_0714900	5	dihydrolipoyl dehydrogenase, apicoplast, putative
PBANKA_0715300	5	conserved Plasmodium protein, unknown function
PBANKA_0715700	5	lysine decarboxylase-like protein, putative
PBANKA_0716300	5	Rab5-interacting protein, putative
PBANKA_0716400	5	conserved Plasmodium protein, unknown function
PBANKA_0716800	5	conserved Plasmodium protein, unknown function
PBANKA_0716900	5	armadillo-domain containing rhoptry protein, putative
PBANKA_0717600	5	GTP:AMP phosphotransferase, putative
PBANKA_0717900	5	RNA-binding protein, putative
PBANKA_0718100	5	glutamyl-tRNA(Gln) amidotransferase subunit A
PBANKA_0718300	5	DNA helicase MCM9, putative
PBANKA_0721900	5	60S ribosomal protein L7ae/L30e, putative
PBANKA_0800500	5	chitinase
PBANKA_0802800	5	conserved Plasmodium protein, unknown function
PBANKA_0803900	5	conserved Plasmodium protein, unknown function
PBANKA_0805750	5	non-coding RNA
PBANKA_0808100	5	6-cysteine protein
PBANKA_0809300	5	peptide deformylase, putative
PBANKA_0809500	5	apicoplast integral membrane protein, putative
PBANKA_0814300	5	conserved protein, unknown function
PBANKA_0814800	5	conserved Plasmodium protein, unknown function
PBANKA_0815000	5	pseudouridylate synthase, putative
PBANKA_0816500	5	conserved Plasmodium protein, unknown function
PBANKA_0817900	5	zinc finger protein, putative
PBANKA_0818400	5	conserved Plasmodium protein, unknown function
PBANKA_0819100	5	cytochrome b5, putative
PBANKA_0819200	5	50S ribosomal protein L3, apicoplast, putative
PBANKA_0820200	5	thioredoxin-like protein 1, putative
PBANKA_0820900	5	elongation of fatty acids protein, putative
PBANKA_0821900	5	ubiquitin-conjugating enzyme E2, putative
PBANKA_0823800	5	3-oxoacyl-[acyl-carrier-protein] reductase, putative
PBANKA_0824200	5	perforin-like protein 3
PBANKA_0824500	5	lipoate-protein ligase 2
PBANKA_0824800	5	polyadenylate-binding protein 2, putative
PBANKA_0825100	5	heptatricopeptide repeat-containing protein, putative
PBANKA_0826200	5	protein phosphatase-beta, putative
PBANKA_0826500	5	histone deacetylase 1, putative
PBANKA_0827600	5	conserved Plasmodium protein, unknown function
PBANKA_0828700	5	phosphatidylserine decarboxylase, putative
PBANKA_0829300	5	conserved Plasmodium protein, unknown function
PBANKA_0829600	5	serine/threonine protein kinase, putative
PBANKA_0829800	5	transcription initiation factor TFIID subunit 7, putative
PBANKA_0829900	5	conserved protein, unknown function
PBANKA_0832100	5	conserved Plasmodium protein, unknown function
PBANKA_0832200	5	PUB domain-containing protein, putative
PBANKA_0832800	5	conserved Plasmodium protein, unknown function
PBANKA_0833000	5	profilin
PBANKA_0835900	5	protein kish, putative
PBANKA_0903400	5	TMEM65 domain-containing protein, putative
PBANKA_0904000	5	conserved Plasmodium protein, unknown function
PBANKA_0904100	5	ras-related protein Rab-6
PBANKA_0904500	5	SUMO-activating enzyme subunit 1, putative
PBANKA_0905200	5	oocyst capsule protein Cap93
PBANKA_0905600	5	translation initiation factor eIF-1A, putative
PBANKA_0908600	5	conserved Plasmodium protein, unknown function
PBANKA_0909800	5	RNA-binding protein, putative
PBANKA_0911200	5	ribosomal protein S14, apicoplast, putative
PBANKA_0911650	5	U2 spliceosomal RNA
PBANKA_0912100	5	casein kinase 1, putative
PBANKA_0915700	5	50S ribosomal protein L2, putative
PBANKA_0916000	5	conserved Plasmodium protein, unknown function
PBANKA_0916300	5	RNA-binding protein, putative
PBANKA_0917800	5	conserved oligomeric Golgi complex subunit 2, putative
PBANKA_0918000	5	60S acidic ribosomal protein P0, putative
PBANKA_0921200	5	conserved Plasmodium protein, unknown function
PBANKA_0921400	5	protein phosphatase, putative
PBANKA_0921900	5	WD repeat-containing protein, putative
PBANKA_0922200	5	autophagy-related protein 7, putative
PBANKA_0922400	5	XTBD domain-containing protein, putative
PBANKA_0922500	5	kelch domain-containing protein, putative
PBANKA_0924800	5	golgi protein 2
PBANKA_0925600	5	conserved Plasmodium protein, unknown function
PBANKA_0928800	5	splicing factor U2AF small subunit, putative
PBANKA_0929000	5	tRNA m(1)G methyltransferase, putative
PBANKA_0929500	5	histone acetyltransferase MYST, putative
PBANKA_0930600	5	conserved Plasmodium protein, unknown function
PBANKA_0931100	5	conserved protein, unknown function
PBANKA_0931400	5	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3, putative
PBANKA_0933200	5	conserved Plasmodium protein, unknown function
PBANKA_0933500	5	rhomboid protease ROM1
PBANKA_0936600	5	conserved Plasmodium protein, unknown function
PBANKA_0939700	5	conserved protein, unknown function
PBANKA_0941000	5	conserved Plasmodium protein, unknown function
PBANKA_0941100	5	conserved Apicomplexan protein, unknown function
PBANKA_0941800	5	histone H2B, putative
PBANKA_0941900	5	histone H4, putative
PBANKA_0942200	5	DNA-directed RNA polymerase III subunit RPC8, putative
PBANKA_0942800	5	syntaxin, putative
PBANKA_1005000	5	conserved Plasmodium protein, unknown function
PBANKA_1006200	5	sporozoite invasion-associated protein 1
PBANKA_1006300	5	perforin-like protein 1
PBANKA_1006400	5	conserved Plasmodium protein, unknown function
PBANKA_1006500	5	tRNA N6-adenosine threonylcarbamoyltransferase, putative
PBANKA_1010100	5	mitochondrial import inner membrane translocase subunit TIM17, putative
PBANKA_1010200	5	methionine aminopeptidase 2, putative
PBANKA_1010400	5	conserved protein, unknown function
PBANKA_1013300	5	mitogen-activated protein kinase 1
PBANKA_1014100	5	endonuclease/exonuclease/phosphatase family protein, putative
PBANKA_1014300	5	autophagy protein 5, putative
PBANKA_1015200	5	diphthamide biosynthesis protein 2, putative
PBANKA_1018000	5	conserved Plasmodium protein, unknown function
PBANKA_1018500	5	transcription factor BTF3, putative
PBANKA_1019100	5	DEAD/DEAH box helicase, putative
PBANKA_1019200	5	conserved Plasmodium protein, unknown function
PBANKA_1019320	5	Plasmodium RNA of unknown function RUF4
PBANKA_1019330	5	small nucleolar RNA snoR30
PBANKA_1019580	5	small nucleolar RNA snoR23
PBANKA_1020500	5	14-3-3 protein, putative
PBANKA_1020600	5	actin-related protein, putative
PBANKA_1021400	5	cytochrome c oxidase assembly protein COX14, putative
PBANKA_1022500	5	surface protein P113
PBANKA_1023100	5	conserved Plasmodium protein, unknown function
PBANKA_1023400	5	glutathione reductase, putative
PBANKA_1024311	5	signal recognition particle RNA
PBANKA_1024400	5	calmodulin, putative
PBANKA_1025700	5	inner membrane complex protein 1l, putative
PBANKA_1025800	5	prefoldin subunit 2, putative
PBANKA_1026200	5	NADP-specific glutamate dehydrogenase, putative
PBANKA_1027600	5	conserved protein, unknown function
PBANKA_1027900	5	small nuclear ribonucleoprotein-associated protein B, putative
PBANKA_1028300	5	serine/threonine protein phosphatase PP1
PBANKA_1028900	5	diphthamide biosynthesis protein 1, putative
PBANKA_1032600	5	cytidine diphosphate-diacylglycerol synthase, putative
PBANKA_1034200	5	conserved Plasmodium protein, unknown function
PBANKA_1034500	5	conserved protein, unknown function
PBANKA_1036200	5	RNA-binding protein 8A, putative
PBANKA_1036400	5	ribosome biogenesis protein BOP1, putative
PBANKA_1037200	5	conserved Plasmodium protein, unknown function
PBANKA_1037700	5	ribosomal protein L16, mitochondrial, putative
PBANKA_1037800	5	secreted ookinete adhesive protein
PBANKA_1038000	5	cytochrome c, putative
PBANKA_1103300	5	myosin B
PBANKA_1103900	5	conserved Plasmodium protein, unknown function
PBANKA_1104200	5	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial, putative
PBANKA_1105400	5	small ubiquitin-related modifier, putative
PBANKA_1106400	5	transcription factor 25, putative
PBANKA_1106900	5	PIMMS2 protein
PBANKA_1107600	5	6-cysteine protein
PBANKA_1109100	5	ERCC4 domain-containing protein, putative
PBANKA_1110000	5	PDCD2 domain-containing protein, putative
PBANKA_1110350	5	small nucleolar RNA snoR04
PBANKA_1111200	5	apical rhoptry neck protein, putative
PBANKA_1111800	5	glutathione synthetase
PBANKA_1112000	5	conserved Plasmodium protein, unknown function
PBANKA_1112300	5	ras-related protein Rab-1B, putative
PBANKA_1113100	5	GTP-binding protein YihA1, putative
PBANKA_1113900	5	conserved Plasmodium protein, unknown function
PBANKA_1116900	5	conserved Plasmodium protein, unknown function
PBANKA_1117200	5	conserved Plasmodium protein, unknown function
PBANKA_1117300	5	conserved Plasmodium protein, unknown function
PBANKA_1118700	5	acyl-CoA synthetase, putative
PBANKA_1118800	5	conserved Plasmodium protein, unknown function
PBANKA_1119200	5	PIMMS43 protein
PBANKA_1119400	5	conserved Plasmodium protein, unknown function
PBANKA_1119600	5	merozoite surface protein 10, putative
PBANKA_1122200	5	EGF-like membrane protein, putative
PBANKA_1122500	5	splicing factor-like protein 1, putative
PBANKA_1124600	5	conserved protein, unknown function
PBANKA_1125100	5	3-oxoacyl-acyl-carrier protein synthase, putative
PBANKA_1128900	5	alpha/beta hydrolase, putative
PBANKA_1129700	5	ATP-dependent RNA helicase HAS1, putative
PBANKA_1130800	5	phosphoinositide phosphatase SAC1, putative
PBANKA_1131000	5	V-type proton ATPase 21 kDa proteolipid subunit, putative
PBANKA_1131100	5	adenylosuccinate synthetase, putative
PBANKA_1131300	5	conserved Plasmodium protein, unknown function
PBANKA_1132200	5	RWD domain-containing protein, putative
PBANKA_1132500	5	mitochondrial import inner membrane translocase subunit TIM23, putative
PBANKA_1132600	5	ubiquitin-conjugating enzyme E2, putative
PBANKA_1133200	5	cdc2-related kinase 2
PBANKA_1138100	5	14-3-3 protein, putative
PBANKA_1141800	5	conserved Plasmodium protein, unknown function
PBANKA_1141900	5	DIP13 homolog, putative
PBANKA_1143700	5	secreted ookinete protein, putative
PBANKA_1200700	5	conserved Plasmodium protein, unknown function
PBANKA_1202900	5	conserved Plasmodium protein, unknown function
PBANKA_1203600	5	conserved Plasmodium protein, unknown function
PBANKA_1209000	5	eukaryotic translation initiation factor 2 subunit beta, putative
PBANKA_1209900	5	conserved protein, unknown function
PBANKA_1213100	5	prohibitin 2
PBANKA_1215000	5	survival motor neuron-like protein, putative
PBANKA_1215500	5	translation machinery-associated protein 7, putative
PBANKA_1217600	5	histone H2A.Z, putative
PBANKA_1218100	5	oocyst capsule protein Cap380
PBANKA_1221100	5	conserved protein, unknown function
PBANKA_1221300	5	conserved Plasmodium protein, unknown function
PBANKA_1221500	5	50S ribosomal protein L1, mitochondrial, putative
PBANKA_1221700	5	conserved protein, unknown function
PBANKA_1221900	5	conserved Plasmodium protein, unknown function
PBANKA_1222800	5	tyrosine--tRNA ligase, putative
PBANKA_1223900	5	protein tyrosine phosphatase
PBANKA_1224600	5	conserved Plasmodium protein, unknown function
PBANKA_1225400	5	gamete release protein
PBANKA_1226200	5	methionine aminopeptidase 1c, putative
PBANKA_1226500	5	proteasome subunit beta type-4, putative
PBANKA_1228900	5	von Willebrand factor A domain-related protein
PBANKA_1229700	5	conserved Plasmodium protein, unknown function
PBANKA_1232000	5	conserved Plasmodium protein, unknown function
PBANKA_1232100	5	serine/arginine-rich splicing factor 1, putative
PBANKA_1232800	5	NOSIP domain-containing protein, putative
PBANKA_1233300	5	ATP-dependent RNA helicase DDX23, putative
PBANKA_1233700	5	conserved protein, unknown function
PBANKA_1234000	5	V-type proton ATPase 16 kDa proteolipid subunit, putative
PBANKA_1234200	5	40S ribosomal protein S24, putative
PBANKA_1234600	5	EELM2 domain-containing protein, putative
PBANKA_1234700	5	conserved protein, unknown function
PBANKA_1236000	5	conserved protein, unknown function
PBANKA_1236100	5	ribosomal large subunit pseudouridylate synthase, putative
PBANKA_1239500	5	mitochondrial import receptor subunit TOM22, putative
PBANKA_1240600	5	inner membrane complex protein 1g, putative
PBANKA_1241000	5	ADP-ribosylation factor GTPase-activating protein 2, putative
PBANKA_1241500	5	conserved protein, unknown function
PBANKA_1242900	5	conserved protein, unknown function
PBANKA_1243200	5	conserved Plasmodium protein, unknown function
PBANKA_1243300	5	peptidyl-prolyl cis-trans isomerase, putative
PBANKA_1243700	5	thioredoxin-like protein, putative
PBANKA_1243800	5	apicoplast TIC22 protein, putative
PBANKA_1244000	5	cell cycle regulator protein, putative
PBANKA_1244300	5	RING zinc finger protein, putative
PBANKA_1244400	5	conserved Plasmodium protein, unknown function
PBANKA_1304000	5	cohesin complex subunit, putative
PBANKA_1304400	5	allantoicase, putative
PBANKA_1309700	5	ATP-dependent RNA helicase DDX5, putative
PBANKA_1309750	5	U5 spliceosomal RNA
PBANKA_1310100	5	pyruvate dehydrogenase E1 component subunit beta, putative
PBANKA_1310800	5	40S ribosomal protein S5, putative
PBANKA_1310900	5	conserved Plasmodium protein, unknown function
PBANKA_1311100	5	ribosomal protein S14, mitochondrial, putative
PBANKA_1311200	5	conserved Plasmodium protein, unknown function
PBANKA_1312300	5	SNARE protein, putative
PBANKA_1330400	5	DNA-3-methyladenine glycosylase, putative
PBANKA_1330500	5	WD repeat-containing protein 79, putative
PBANKA_1330600	5	1-deoxy-D-xylulose 5-phosphate reductoisomerase, putative
PBANKA_1332700	5	duffy-binding protein
PBANKA_1334200	5	RNA 3'-terminal phosphate cyclase-like protein, putative
PBANKA_1336600	5	conserved protein, unknown function
PBANKA_1336800	5	conserved Plasmodium protein, unknown function
PBANKA_1340000	5	dihydrofolate synthase/folylpolyglutamate synthase, putative
PBANKA_1342000	5	Qa-SNARE protein, putative
PBANKA_1342200	5	conserved Plasmodium protein, unknown function
PBANKA_1343750	5	Plasmodium RNA of unknown function RUF1
PBANKA_1343800	5	transcriptional regulatory protein sir2a
PBANKA_1344400	5	AMP deaminase
PBANKA_1344700	5	apicoplast calcium binding protein 1, putative
PBANKA_1345000	5	PITH domain-containing protein, putative
PBANKA_1345400	5	ER lumen protein retaining receptor 1, putative
PBANKA_1346500	5	protein tyrosine phosphatase-like protein
PBANKA_1346800	5	Qa-SNARE protein, putative
PBANKA_1347200	5	nucleotidyltransferase, putative
PBANKA_1347400	5	DNA-(apurinic or apyrimidinic site) lyase 1, putative
PBANKA_1347600	5	eukaryotic translation initiation factor 6, putative
PBANKA_1347800	5	20 kDa chaperonin, putative
PBANKA_1348500	5	Voldacs domain-containing protein, putative
PBANKA_1349800	5	thrombospondin-related anonymous protein
PBANKA_1350100	5	conserved Plasmodium protein, unknown function
PBANKA_1350900	5	protein kinase 6
PBANKA_1351500	5	calcium-dependent protein kinase 5
PBANKA_1351600	5	conserved Plasmodium protein, unknown function
PBANKA_1352200	5	conserved Plasmodium protein, unknown function
PBANKA_1352600	5	serine/threonine protein kinase, putative
PBANKA_1352700	5	conserved protein, unknown function
PBANKA_1353400	5	secreted ookinete protein, putative
PBANKA_1354100	5	ras-related protein Rab-11B, putative
PBANKA_1354380	5	U6 spliceosomal RNA
PBANKA_1354600	5	inner membrane complex suture component, putative
PBANKA_1355500	5	casein kinase II beta chain, putative
PBANKA_1358500	5	inner membrane complex protein, putative
PBANKA_1362000	5	glutamate--tRNA ligase, putative
PBANKA_1362700	5	conserved Plasmodium protein, unknown function
PBANKA_1363000	5	small nuclear ribonucleoprotein E, putative
PBANKA_1363100	5	conserved protein, unknown function
PBANKA_1363700	5	AP2 domain transcription factor AP2-O4
PBANKA_1364000	5	conserved Plasmodium protein, unknown function
PBANKA_1364200	5	60S ribosomal protein L17, putative
PBANKA_1400800	5	protein UIS3
PBANKA_1404400	5	conserved Plasmodium protein, unknown function
PBANKA_1406000	5	conserved Plasmodium protein, unknown function
PBANKA_1409200	5	RNA-binding protein, putative
PBANKA_1410200	5	cytochrome c, putative
PBANKA_1410950	5	apical ring associated protein 1
PBANKA_1416300	5	40S ribosomal protein S19, putative
PBANKA_1420600	5	histone H2B variant, putative
PBANKA_1422800	5	conserved Plasmodium protein, unknown function
PBANKA_1423000	5	conserved protein, unknown function
PBANKA_1424300	5	conserved protein, unknown function
